edd_id,customer_id,investigation_start,investigation_end,edd_reason,steps_taken,outcome,notes,senior_reviewer,regulatory_filing
EDD_51BA0E55CC,CUST_154B746F,2024-09-17,2024-10-18,Large value transactions,"Beneficial ownership analysis, Transaction pattern analysis, Regulatory filing assessment, Source of wealth verification, External database screening, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Maria Garcia,No filing required
EDD_DBE9F7DA51,CUST_154B746F,2024-10-15,2024-11-04,PEP association identified,"Management review, Regulatory filing assessment, External database screening, Transaction pattern analysis, Source of wealth verification, Enhanced document collection",account_closed,EDD investigation completed. Customer account closed.,Maria Garcia,No filing required
EDD_CFD1B7A4FB,CUST_154B746F,2024-10-31,2024-11-22,Large value transactions,"Enhanced document collection, Source of wealth verification, Transaction pattern analysis, Management review, Regulatory filing assessment, External database screening",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Emily Thompson,No filing required
EDD_E71E8750CB,CUST_154B746F,2024-12-05,2024-12-27,PEP association identified,"Beneficial ownership analysis, External database screening, Enhanced document collection, Transaction pattern analysis, Management review",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,James Wilson,No filing required
EDD_0F85408364,CUST_154B746F,2024-12-22,2025-02-05,Elevated risk score,"Management review, External database screening, Enhanced document collection, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,No filing required
EDD_0B7FD8840E,CUST_154B746F,2025-01-13,2025-02-04,Large value transactions,"Enhanced document collection, Regulatory filing assessment, External database screening",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Michael Rodriguez,No filing required
EDD_1B5651F663,CUST_154B746F,2025-02-02,2025-02-12,Source of funds verification required,"Transaction pattern analysis, Beneficial ownership analysis, Management review, External database screening",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,SAR Filed
EDD_6EF1B646FF,CUST_154B746F,2025-03-01,2025-03-10,Sanctions screening alert,"Management review, Source of wealth verification, Regulatory filing assessment, Enhanced document collection",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Maria Garcia,No filing required
EDD_D84E7DD575,CUST_154B746F,2025-03-27,2025-05-04,Elevated risk score,"Source of wealth verification, Management review, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Michael Rodriguez,No filing required
EDD_61B3D9BF20,CUST_154B746F,2025-05-09,2025-05-16,Source of funds verification required,"External database screening, Transaction pattern analysis, Management review, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_E2DE75E8FF,CUST_154B746F,2025-06-08,2025-07-19,Large value transactions,"Transaction pattern analysis, Source of wealth verification, Management review, Beneficial ownership analysis, Enhanced document collection",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Robert Johnson,No filing required
EDD_1297304160,CUST_154B746F,2025-06-26,2025-07-29,Large value transactions,"Transaction pattern analysis, Enhanced document collection, External database screening",cleared,EDD investigation completed. Customer cleared.,Lisa Anderson,No filing required
EDD_F89E75930C,CUST_154B746F,2025-07-16,2025-07-30,Unusual transaction patterns detected,"Enhanced document collection, Source of wealth verification, Regulatory filing assessment",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,David Kim,No filing required
EDD_BEC4EC47D0,CUST_154B746F,2025-08-01,2025-08-09,PEP association identified,"Transaction pattern analysis, Management review, Enhanced document collection",cleared,EDD investigation completed. Customer cleared.,Sarah Chen,No filing required
EDD_3E0AEFB3B8,CUST_154B746F,2025-09-14,2025-10-27,Sanctions screening alert,"Regulatory filing assessment, Management review, External database screening",restrictions_imposed,EDD investigation completed. Customer restrictions imposed.,Lisa Anderson,No filing required
EDD_25CB28B7AF,CUST_154B746F,2025-10-03,2025-10-22,Source of funds verification required,"Transaction pattern analysis, Management review, Beneficial ownership analysis, Regulatory filing assessment",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Lisa Anderson,SAR Filed
EDD_214C759B30,CUST_DDD122A3,2024-01-08,2024-01-17,Source of funds verification required,"Regulatory filing assessment, Enhanced document collection, External database screening, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Emily Thompson,SAR Filed
EDD_D095F67579,CUST_CD5A9DBE,2022-11-20,2023-01-03,Unusual transaction patterns detected,"Enhanced document collection, Management review, Transaction pattern analysis, Beneficial ownership analysis, Source of wealth verification, Regulatory filing assessment",account_closed,EDD investigation completed. Customer account closed.,Lisa Anderson,No filing required
EDD_3C42E07DCA,CUST_CD5A9DBE,2022-12-14,2023-01-23,Source of funds verification required,"Enhanced document collection, External database screening, Beneficial ownership analysis, Transaction pattern analysis, Management review",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Jessica Martinez,No filing required
EDD_14623C3E70,CUST_CD5A9DBE,2023-01-11,2023-02-04,Geographic risk factors,"Enhanced document collection, Beneficial ownership analysis, Management review, External database screening, Transaction pattern analysis, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_D7FA98E0D5,CUST_CD5A9DBE,2023-02-09,2023-02-16,Unusual transaction patterns detected,"External database screening, Enhanced document collection, Management review, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_F381A78398,CUST_CD5A9DBE,2023-03-14,2023-04-07,Large value transactions,"Transaction pattern analysis, Enhanced document collection, Source of wealth verification, External database screening, Management review, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Michael Rodriguez,No filing required
EDD_D07D4C75CF,CUST_CD5A9DBE,2023-04-03,2023-04-19,Geographic risk factors,"Enhanced document collection, Regulatory filing assessment, Beneficial ownership analysis, Transaction pattern analysis, External database screening",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_B7349210E3,CUST_CD5A9DBE,2023-05-15,2023-05-27,Large value transactions,"Enhanced document collection, Source of wealth verification, Transaction pattern analysis, Beneficial ownership analysis, Regulatory filing assessment",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Jessica Martinez,No filing required
EDD_DCD8CAD558,CUST_CD5A9DBE,2023-06-20,2023-07-07,PEP association identified,"Source of wealth verification, Enhanced document collection, External database screening, Regulatory filing assessment",cleared,EDD investigation completed. Customer cleared.,William Taylor,No filing required
EDD_EE450F90EC,CUST_CD5A9DBE,2023-07-10,2023-08-08,Source of funds verification required,"Beneficial ownership analysis, Source of wealth verification, Management review",cleared,EDD investigation completed. Customer cleared.,Robert Johnson,No filing required
EDD_9FBBCF0B36,CUST_CD5A9DBE,2023-08-17,2023-08-27,PEP association identified,"External database screening, Regulatory filing assessment, Transaction pattern analysis, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,James Wilson,No filing required
EDD_CCA2700E1F,CUST_CD5A9DBE,2023-09-18,2023-10-16,PEP association identified,"Regulatory filing assessment, Enhanced document collection, External database screening, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,William Taylor,No filing required
EDD_E7E8907310,CUST_CD5A9DBE,2023-10-26,2023-11-22,Unusual transaction patterns detected,"Source of wealth verification, Regulatory filing assessment, Enhanced document collection, Management review, Beneficial ownership analysis",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,Robert Johnson,No filing required
EDD_7E9EA3A45F,CUST_CD5A9DBE,2023-12-03,2023-12-21,Unusual transaction patterns detected,"Regulatory filing assessment, Beneficial ownership analysis, External database screening, Management review, Transaction pattern analysis, Source of wealth verification",cleared_with_conditions,EDD investigation completed. Customer cleared with conditions.,James Wilson,No filing required
EDD_93CBF05DE8,CUST_CD5A9DBE,2024-01-08,2024-01-17,Large value transactions,"Source of wealth verification, Beneficial ownership analysis, Transaction pattern analysis, Regulatory filing assessment, External database screening, Enhanced document collection",account_closed,EDD investigation completed. Customer account closed.,Maria Garcia,No filing required
EDD_521598F512,CUST_CD5A9DBE,2024-02-18,2024-03-20,PEP association identified,"Management review, Transaction pattern analysis, Source of wealth verification",cleared,EDD investigation completed. Customer cleared.,Robert Johnson,No filing required
EDD_C14CC04A1E,CUST_CD5A9DBE,2024-03-24,2024-05-05,Unusual transaction patterns detected,"Beneficial ownership analysis, Regulatory filing assessment, External database screening, Management review",cleared,EDD investigation completed. Customer cleared.,Emily Thompson,No filing required
